country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2/15/2020,-2,0,-12,-3,1,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2/16/2020,7,4,22,8,2,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2/17/2020,8,3,24,10,3,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2/18/2020,1,3,12,-27,-2,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2/19/2020,5,5,17,8,4,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2/20/2020,8,2,7,4,4,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2/21/2020,-4,-5,-2,1,1,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2/22/2020,-5,-4,-12,-6,2,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2/23/2020,7,7,22,6,4,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2/24/2020,5,3,27,8,3,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2/25/2020,1,4,13,5,3,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2/26/2020,2,12,15,5,3,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2/27/2020,3,22,8,7,3,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2/28/2020,0,18,7,8,1,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,2/29/2020,2,20,19,1,1,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/1/2020,22,31,84,-1,5,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/2/2020,11,-57,152,-14,-67,4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/3/2020,-4,7,5,5,2,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/4/2020,-3,4,0,0,4,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/5/2020,0,7,11,4,4,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/6/2020,-2,4,9,-1,3,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/7/2020,-4,2,5,-6,2,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/8/2020,-4,2,5,-7,2,3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/9/2020,-10,1,-9,-10,-1,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/10/2020,-6,13,1,-5,1,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/11/2020,-6,16,13,-13,-11,4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/12/2020,-12,21,15,-17,-14,5
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/13/2020,-25,29,6,-26,-19,9
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/14/2020,-54,11,1,-35,-26,11
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/15/2020,-69,-14,-25,-48,-37,14
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/16/2020,-53,-2,-28,-51,-39,16
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/17/2020,-54,-14,-25,-52,-44,17
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/18/2020,-64,-20,-22,-59,-48,19
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/19/2020,-65,-15,-23,-60,-49,20
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/20/2020,-67,-12,-26,-61,-50,22
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/21/2020,-72,-24,-32,-61,-45,18
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/22/2020,-72,59,-41,-63,-41,16
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/23/2020,-77,-29,-61,-74,-57,25
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/24/2020,-76,-12,-60,-73,-58,25
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/25/2020,-86,-85,-67,-86,-84,33
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/26/2020,-78,-20,-65,-76,-58,26
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/27/2020,-79,-23,-67,-77,-58,29
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/28/2020,-80,-24,-63,-74,-52,23
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/29/2020,-80,-41,-55,-76,-53,20
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/30/2020,-66,-17,-32,-68,-54,22
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,3/31/2020,-71,-18,-48,-70,-56,23
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/1/2020,-73,-23,-54,-72,-57,24
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/2/2020,-72,-18,-49,-70,-57,24
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/3/2020,-78,-16,-58,-73,-57,27
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/4/2020,-84,-28,-74,-78,-54,23
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/5/2020,-85,-45,-70,-80,-55,21
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/6/2020,-73,-17,-50,-72,-56,24
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/7/2020,-75,-19,-53,-72,-56,24
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/8/2020,-72,-16,-40,-69,-55,23
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/9/2020,-71,-10,-33,-67,-55,23
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/10/2020,-72,-8,-35,-66,-55,25
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/11/2020,-75,-14,-39,-65,-47,20
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/12/2020,-74,76,-35,-67,-42,18
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/13/2020,-64,-7,-15,-64,-53,21
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/14/2020,-68,-3,-33,-65,-54,21
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/15/2020,-68,7,-41,-65,-55,22
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/16/2020,-68,26,-22,-61,-56,22
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/17/2020,-75,-2,-23,-69,-73,30
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/18/2020,-78,-7,-39,-67,-52,20
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/19/2020,-85,-54,-53,-78,-60,20
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/20/2020,-82,-80,-19,-78,-83,30
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/21/2020,-75,-12,-39,-68,-55,22
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/22/2020,-74,-14,-41,-69,-54,22
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/23/2020,-72,-12,-32,-66,-53,22
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/24/2020,-72,-8,-21,-64,-52,23
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/25/2020,-74,-9,-20,-59,-42,17
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/26/2020,-73,-3,-10,-61,-40,15
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/27/2020,-63,-4,7,-59,-47,18
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/28/2020,-65,-5,-4,-58,-48,17
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/29/2020,-64,0,-1,-58,-46,19
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,4/30/2020,-60,28,4,-55,-46,17
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/1/2020,-76,-69,0,-70,-77,29
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/2/2020,-72,2,-21,-57,-38,16
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/3/2020,-71,14,-7,-59,-33,15
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/4/2020,-43,4,41,-43,-38,13
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/5/2020,-46,2,38,-42,-38,13
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/6/2020,-47,4,40,-41,-36,13
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/7/2020,-48,9,31,-42,-36,14
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/8/2020,-49,9,39,-40,-36,15
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/9/2020,-54,4,45,-34,-25,9
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/10/2020,-52,36,65,-33,-22,7
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/11/2020,-28,8,70,-32,-29,10
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/12/2020,-32,9,53,-32,-29,11
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/13/2020,-34,6,70,-32,-29,10
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/14/2020,-32,11,68,-32,-29,9
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/15/2020,-38,10,61,-33,-29,11
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/16/2020,-44,7,65,-28,-18,7
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/17/2020,-52,35,87,-35,-19,5
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/18/2020,-26,9,87,-24,-23,7
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/19/2020,-30,8,62,-26,-24,7
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/20/2020,-28,11,71,-25,-24,7
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/21/2020,-32,9,30,-27,-24,8
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/22/2020,-34,11,42,-26,-23,9
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/23/2020,-38,8,56,-21,-10,5
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/24/2020,-46,43,89,-18,-8,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/25/2020,-13,7,70,-22,-19,5
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/26/2020,-29,1,9,-32,-19,8
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/27/2020,-24,8,28,-28,-18,8
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/28/2020,-21,12,35,-26,-16,7
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/29/2020,-21,13,37,-23,-17,7
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/30/2020,-22,8,54,-15,0,3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,5/31/2020,-30,34,61,-17,3,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/1/2020,-15,11,51,-19,-13,5
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/2/2020,-16,10,44,-17,-12,4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/3/2020,-16,7,54,-18,-12,4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/4/2020,-11,14,70,-12,-12,3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/5/2020,-14,13,60,-11,-13,3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/6/2020,-21,8,56,-13,-3,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/7/2020,-11,54,135,-14,2,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/8/2020,-5,-21,174,-22,-48,3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/9/2020,-15,9,57,-16,-13,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/10/2020,-12,8,71,-17,-12,3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/11/2020,-8,11,63,-16,-12,3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/12/2020,-12,8,58,-18,-13,3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/13/2020,-16,2,69,-17,1,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/14/2020,-15,39,110,-15,6,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/15/2020,-4,8,88,-15,-12,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/16/2020,-8,9,61,-16,-11,3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/17/2020,-8,9,68,-17,-12,3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/18/2020,-5,6,69,-16,-12,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/19/2020,-9,6,68,-17,-13,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/20/2020,-14,0,84,-15,0,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/21/2020,-13,40,106,-13,4,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/22/2020,-9,4,62,-21,-14,3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/23/2020,-9,7,50,-17,-13,3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/24/2020,-4,7,75,-17,-11,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/25/2020,-2,11,80,-13,-10,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/26/2020,-5,11,80,-12,-12,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/27/2020,-11,2,93,-10,-1,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/28/2020,-9,45,129,-9,5,-5
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/29/2020,6,7,121,-10,-12,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,6/30/2020,3,10,86,-11,-11,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/1/2020,4,8,106,-9,-14,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/2/2020,5,12,104,-7,-14,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/3/2020,-1,9,98,-7,-15,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/4/2020,-7,0,110,-6,-3,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/5/2020,-5,49,128,-2,1,-5
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/6/2020,11,13,135,-5,-16,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/7/2020,6,11,103,-7,-15,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/8/2020,8,9,124,-7,-14,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/9/2020,9,11,126,-4,-14,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/10/2020,2,9,112,-10,-15,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/11/2020,-5,1,121,-6,-2,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/12/2020,1,57,159,0,4,-7
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/13/2020,17,13,165,-7,-16,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/14/2020,10,9,123,-10,-16,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/15/2020,15,11,146,-8,-14,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/16/2020,15,14,144,-5,-14,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/17/2020,6,11,127,-6,-16,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/18/2020,-3,-2,130,-3,-2,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/19/2020,13,84,169,6,9,-8
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/20/2020,22,10,199,-3,-17,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/21/2020,13,7,152,-7,-17,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/22/2020,15,8,168,-7,-16,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/23/2020,15,11,165,-6,-15,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/24/2020,7,10,149,-5,-17,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/25/2020,-1,-1,148,1,-3,-5
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/26/2020,8,65,190,7,5,-8
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/27/2020,25,13,225,0,-19,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/28/2020,16,11,175,-5,-18,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/29/2020,18,12,197,-5,-18,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/30/2020,19,15,186,-4,-18,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,7/31/2020,9,13,162,-3,-20,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/1/2020,-3,2,152,5,-5,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/2/2020,9,72,193,11,3,-7
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/3/2020,33,19,267,2,-24,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/4/2020,21,15,211,-4,-24,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/5/2020,23,14,222,-5,-24,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/6/2020,22,15,209,-5,-25,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/7/2020,7,8,175,-8,-27,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/8/2020,-6,-1,142,2,-8,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/9/2020,10,76,192,9,4,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/10/2020,35,19,307,0,-34,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/11/2020,22,11,255,-9,-34,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/12/2020,25,13,280,-9,-34,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/13/2020,23,21,270,-8,-36,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/14/2020,11,35,234,-8,-40,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/15/2020,-16,-61,193,-14,-38,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/16/2020,12,82,231,15,-2,-8
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/17/2020,30,22,317,-4,-39,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/18/2020,17,11,249,-12,-36,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/19/2020,18,9,265,-13,-35,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/20/2020,16,7,243,-13,-35,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/21/2020,3,4,198,-13,-35,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/22/2020,-7,-7,165,-1,-10,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/23/2020,5,59,183,9,6,-6
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/24/2020,21,10,232,-7,-26,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/25/2020,8,7,164,-11,-26,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/26/2020,14,10,184,-11,-23,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/27/2020,14,11,174,-10,-23,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/28/2020,4,7,148,-10,-24,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/29/2020,-6,-4,132,-1,-5,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/30/2020,3,48,154,5,6,-6
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,8/31/2020,18,10,175,-4,-20,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/1/2020,10,9,129,-7,-17,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/2/2020,10,7,143,-10,-17,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/3/2020,9,9,132,-9,-17,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/4/2020,2,7,108,-9,-18,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/5/2020,-4,0,103,-2,-4,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/6/2020,3,44,131,4,5,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/7/2020,16,10,149,-5,-17,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/8/2020,7,8,110,-8,-16,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/9/2020,8,7,117,-11,-15,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/10/2020,9,10,116,-8,-15,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/11/2020,2,8,101,-6,-16,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/12/2020,-3,2,95,-2,-2,-3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/13/2020,0,41,111,3,5,-4
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/14/2020,18,12,133,-5,-15,-2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/15/2020,5,13,88,-8,-13,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/16/2020,5,12,99,-9,-13,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/17/2020,1,10,85,-10,-14,-1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/18/2020,-12,3,51,-17,-17,3
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/19/2020,-15,-1,43,-13,-5,2
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/20/2020,-5,36,81,-4,4,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/21/2020,8,9,109,-6,-15,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/22/2020,-1,9,79,-10,-15,0
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/23/2020,-3,10,85,-12,-14,1
GR,Greece,,,,,,ChIJY2xxEcdKWxMRHS2a3HUXOjY,9/24/2020,-3,11,81,-11,-14,1
