country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,7/20/2020,18,13,141,10,-15,-4
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,7/21/2020,11,10,133,8,-15,-3
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,7/22/2020,10,11,153,8,-14,-3
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,7/23/2020,10,14,148,11,-14,-4
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,7/24/2020,2,13,132,3,-15,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,7/25/2020,-6,1,130,16,-4,-6
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,7/26/2020,6,89,195,22,3,-10
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,7/27/2020,19,15,150,7,-17,-4
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,7/28/2020,13,14,142,7,-16,-3
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,7/29/2020,13,15,174,10,-16,-3
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,7/30/2020,14,19,158,13,-17,-4
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,7/31/2020,4,15,138,4,-19,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/1/2020,-7,2,124,21,-8,-5
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/2/2020,7,98,193,22,2,-9
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/3/2020,23,19,176,14,-22,-4
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/4/2020,15,17,162,11,-22,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/5/2020,12,16,158,10,-22,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/6/2020,11,18,145,12,-23,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/7/2020,2,11,129,3,-25,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/8/2020,-14,-1,82,20,-10,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/9/2020,3,96,165,20,2,-5
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/10/2020,23,18,190,16,-31,-3
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/11/2020,13,13,188,11,-32,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/12/2020,13,14,207,12,-32,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/13/2020,12,22,198,17,-34,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/14/2020,3,38,182,8,-38,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/15/2020,-22,-58,139,5,-38,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/16/2020,4,102,189,32,-2,-9
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/17/2020,19,23,180,16,-34,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/18/2020,10,14,167,7,-30,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/19/2020,8,11,168,5,-30,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/20/2020,8,11,165,8,-30,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/21/2020,-3,6,136,-5,-31,2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/22/2020,-11,-5,120,13,-11,-3
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/23/2020,0,,159,15,3,-7
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/24/2020,12,10,126,2,-21,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/25/2020,-1,7,81,-5,-21,1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/26/2020,10,14,131,0,-19,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/27/2020,9,14,129,6,-19,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/28/2020,0,10,112,-6,-20,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/29/2020,-9,-5,104,10,-7,-3
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/30/2020,3,,151,9,5,-8
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,8/31/2020,13,10,106,3,-17,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/1/2020,6,10,94,-1,-14,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/2/2020,6,9,110,-2,-14,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/3/2020,5,10,101,-1,-15,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/4/2020,-3,9,80,-7,-15,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/5/2020,-6,-1,83,3,-4,-3
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/6/2020,1,,127,5,6,-6
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/7/2020,10,10,86,-2,-15,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/8/2020,4,7,81,-4,-14,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/9/2020,3,7,93,-3,-13,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/10/2020,5,10,91,-1,-14,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/11/2020,-2,7,71,-7,-15,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/12/2020,-7,0,66,-2,-4,-4
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/13/2020,-3,47,98,-1,7,-6
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/14/2020,11,12,67,-9,-13,-3
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/15/2020,1,8,53,-10,-11,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/16/2020,0,9,68,-7,-12,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/17/2020,-2,4,60,-6,-13,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/18/2020,-9,3,42,-13,-13,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/19/2020,-10,-1,45,-7,-3,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/20/2020,-8,39,71,-10,6,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/21/2020,2,6,50,-8,-12,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/22/2020,-3,5,46,-10,-11,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/23/2020,-7,7,53,-9,-11,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/24/2020,-7,6,53,-6,-11,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/25/2020,-9,6,49,-7,-11,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/26/2020,-19,-1,9,-8,-4,2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/27/2020,-8,31,70,-5,8,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/28/2020,-4,7,31,-10,-10,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/29/2020,-6,7,37,-8,-10,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,9/30/2020,-2,13,47,-5,-10,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/1/2020,-5,12,55,-4,-9,-3
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/2/2020,-7,9,50,-7,-9,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/3/2020,-10,1,49,0,-4,-3
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/4/2020,-10,22,67,-1,3,-3
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/5/2020,-4,5,40,-8,-11,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/6/2020,-7,4,43,-12,-10,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/7/2020,-7,6,46,-11,-9,-2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/8/2020,-10,7,24,-12,-10,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/9/2020,-11,5,28,-13,-9,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/10/2020,-11,-2,38,-4,-3,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/11/2020,-10,16,64,-6,3,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/12/2020,-6,4,24,-13,-9,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/13/2020,-11,3,19,-18,-9,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/14/2020,-7,7,42,-10,-8,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/15/2020,-8,9,41,-18,-9,-1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/16/2020,-12,5,30,-12,-11,1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/17/2020,-12,0,34,-9,-5,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/18/2020,-11,21,53,-13,1,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/19/2020,-9,6,19,-16,-9,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/20/2020,-14,1,15,-21,-10,1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/21/2020,-12,6,28,-14,-9,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/22/2020,-10,9,31,-12,-9,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/23/2020,-13,11,29,-11,-9,1
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/24/2020,-19,7,20,-8,-6,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/25/2020,-22,18,23,-24,-5,2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/26/2020,-12,-21,37,-27,-35,3
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/27/2020,-2,32,28,-14,-17,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/28/2020,-26,-65,29,-43,-65,12
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/29/2020,-14,23,17,-14,-12,0
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/30/2020,-31,15,0,-27,-15,5
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,10/31/2020,-36,6,7,-27,-15,5
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/1/2020,-42,7,31,-32,-16,5
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/2/2020,-16,14,13,-23,-16,2
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/3/2020,-52,-1,-22,-42,-28,10
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/4/2020,-53,1,-13,-47,-28,10
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/5/2020,-49,10,-11,-43,-29,10
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/6/2020,-49,11,-7,-46,-29,11
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/7/2020,-70,-7,-36,-70,-39,15
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/8/2020,-70,-19,-18,-73,-39,14
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/9/2020,-58,-5,-24,-63,-37,13
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/10/2020,-61,-6,-28,-61,-38,14
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/11/2020,-61,-7,-24,-60,-38,14
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/12/2020,-63,-7,-25,-61,-40,15
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/13/2020,-65,-5,-30,-66,-40,18
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/14/2020,-71,-6,-33,-71,-42,16
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/15/2020,-72,-25,-16,-76,-43,15
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/16/2020,-59,-10,-27,-65,-41,15
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/17/2020,-63,-14,-25,-65,-44,16
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/18/2020,-64,-13,-33,-64,-44,17
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/19/2020,-64,-11,-31,-64,-44,17
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/20/2020,-67,-10,-36,-67,-44,20
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/21/2020,-72,-8,-43,-71,-42,16
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/22/2020,-73,-26,-24,-76,-43,15
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/23/2020,-60,-14,-32,-66,-43,16
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/24/2020,-64,-14,-35,-65,-44,17
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/25/2020,-62,-11,-28,-64,-43,16
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/26/2020,-62,-9,-27,-65,-43,16
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/27/2020,-65,-5,-32,-66,-43,19
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/28/2020,-68,-3,-30,-69,-39,15
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/29/2020,-71,-20,-23,-75,-41,15
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,11/30/2020,-62,-11,-54,-66,-42,16
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/1/2020,-63,-9,-44,-65,-42,17
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/2/2020,-62,-6,-35,-63,-41,16
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/3/2020,-63,-6,-37,-63,-41,16
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/4/2020,-69,-14,-57,-66,-43,20
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/5/2020,-68,0,-34,-68,-37,15
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/6/2020,-74,-27,-43,-76,-40,15
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/7/2020,-64,-19,-55,-65,-42,16
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/8/2020,-58,-4,-21,-60,-39,15
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/9/2020,-62,-11,-41,-62,-40,15
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/10/2020,-64,-11,-43,-62,-41,16
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/11/2020,-62,-2,-25,-60,-40,17
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/12/2020,-65,-1,-23,-64,-35,14
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/13/2020,-71,13,-29,-71,-36,14
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/14/2020,-58,-14,-51,-59,-38,14
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/15/2020,-53,-3,-15,-54,-37,13
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/16/2020,-54,-3,-19,-51,-37,13
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/17/2020,-54,-4,-13,-49,-38,13
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/18/2020,-55,2,-12,-53,-37,15
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/19/2020,-60,0,-15,-54,-29,12
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/20/2020,-63,101,-6,-62,-24,12
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/21/2020,-46,2,-13,-51,-36,12
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/22/2020,-47,11,-5,-45,-37,12
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/23/2020,-41,40,16,-38,-36,10
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/24/2020,-42,51,19,-45,-47,12
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/25/2020,-79,-75,-26,-85,-80,27
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/26/2020,-77,-76,-24,-74,-61,18
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/27/2020,-64,137,-21,-66,-26,12
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/28/2020,-40,7,28,-50,-40,12
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/29/2020,-45,10,22,-49,-40,12
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/30/2020,-39,39,34,-44,-40,11
GR,Greece,Decentralized Administration of Macedonia and Thrace,,,,,ChIJ18P0sJ04qRQRlpORtPMYgD8,12/31/2020,-44,42,17,-53,-48,13
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2/15/2020,3,3,-1,11,3,0
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2/16/2020,7,5,29,26,5,-1
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2/17/2020,3,4,6,9,2,-1
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2/18/2020,6,5,14,4,1,0
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2/19/2020,5,5,13,11,3,-1
GR,Greece,"Decentralized Administration of Peloponnese, Western Greece and the Ionian",,,,,ChIJ2_mmEEl5YBMRs6pM2wtaLpc,2/20/2020,13,0,2,4,3,-2
